Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
underweight,female,more frequently,wood,often,20,No,private,diesel,278,frequently,Cement Production,pescatarian,large,1,4,21,180,66.03850285714286,64722.400701292994,126,65094.439204150134
underweight,female,twice a day,coal,often,7,No,private,diesel,4623,frequently,Cement Production,vegetarian,small,5,18,0,184,1098.1870457142857,64722.400701292994,215,66219.58774700727
normal,female,less frequently,coal,never,8,Sometimes,walk/bicycle,none,95,never,Automotive Industry,vegan,large,2,8,3,166,0.0,64808.56370013151,93,65067.56370013151
underweight,female,twice a day,coal,sometimes,2,Sometimes,public,none,402,rarely,Logistics,omnivore,small,5,20,20,174,0.0,64706.229153879875,295,65175.229153879875
underweight,male,daily,natural gas,sometimes,0,No,private,diesel,4272,never,Automotive Industry,vegan,extra large,4,36,10,100,1014.8074971428571,64808.56370013151,270,66193.37119727436
normal,female,twice a day,coal,sometimes,22,Sometimes,walk/bicycle,none,68,rarely,Steel Manufacturing,vegan,small,3,16,15,224,0.0,64683.60898531668,160,65067.60898531668
overweight,female,daily,electricity,sometimes,0,Sometimes,public,none,1509,frequently,Automotive Industry,pescatarian,extra large,5,46,19,110,0.0,64808.56370013151,394,65312.56370013151
underweight,male,twice a day,coal,never,10,Yes,public,none,1518,rarely,Steel Manufacturing,vegan,small,5,2,11,190,0.0,64683.60898531668,116,64989.60898531668
obese,male,less frequently,coal,sometimes,11,Yes,public,none,1130,frequently,Logistics,omnivore,large,6,28,0,202,0.0,64706.229153879875,330,65238.229153879875
overweight,male,more frequently,electricity,often,18,No,walk/bicycle,none,89,rarely,Automotive Industry,vegetarian,medium,2,36,14,156,0.0,64808.56370013151,274,65238.56370013151
underweight,female,twice a day,coal,often,9,Yes,private,lpg,1274,very frequently,Automotive Industry,vegetarian,medium,1,21,18,188,350.46707027027026,64808.56370013151,188,65535.03077040178
normal,male,twice a day,natural gas,often,24,No,public,none,1886,frequently,Logistics,vegan,large,6,26,17,178,0.0,64706.229153879875,257,65141.229153879875
underweight,female,twice a day,coal,often,19,No,private,hybrid,3946,frequently,Steel Manufacturing,vegan,small,5,4,13,208,591.9,64683.60898531668,128,65611.50898531667
normal,male,twice a day,electricity,sometimes,4,Yes,public,none,1476,very frequently,Automotive Industry,omnivore,medium,5,10,15,128,0.0,64808.56370013151,240,65176.56370013151
obese,female,twice a day,natural gas,never,21,Yes,walk/bicycle,none,80,very frequently,Steel Manufacturing,pescatarian,medium,2,43,6,202,0.0,64683.60898531668,321,65206.60898531668
overweight,female,less frequently,coal,often,12,Yes,private,diesel,3870,rarely,Automotive Industry,pescatarian,medium,2,12,7,184,919.3129714285714,64808.56370013151,167,66078.87667156008
normal,female,twice a day,coal,sometimes,13,Sometimes,private,petrol,1616,very frequently,Cement Production,omnivore,small,7,22,10,206,379.9528358537256,64722.400701292994,325,65633.35353714673
obese,female,less frequently,natural gas,never,21,Sometimes,walk/bicycle,none,95,very frequently,Automotive Industry,vegetarian,large,3,40,23,172,0.0,64808.56370013151,318,65298.56370013151
overweight,female,less frequently,natural gas,often,20,Yes,private,diesel,6098,frequently,Logistics,vegan,extra large,1,50,14,150,1448.5711885714284,64706.229153879875,299,66603.8003424513
underweight,male,daily,natural gas,often,14,Sometimes,private,hybrid,6117,rarely,Logistics,vegetarian,small,2,41,16,128,917.55,64706.229153879875,301,66052.77915387988
normal,female,daily,coal,sometimes,23,Sometimes,walk/bicycle,none,0,very frequently,Steel Manufacturing,pescatarian,extra large,2,17,23,206,0.0,64683.60898531668,208,65097.60898531668
normal,female,less frequently,wood,often,23,Yes,walk/bicycle,none,25,very frequently,Automotive Industry,vegan,small,5,15,9,176,0.0,64808.56370013151,179,65163.56370013151
obese,female,twice a day,natural gas,sometimes,24,No,walk/bicycle,none,93,rarely,Steel Manufacturing,omnivore,large,2,37,2,208,0.0,64683.60898531668,317,65208.60898531668
normal,female,less frequently,natural gas,sometimes,8,Sometimes,public,none,1529,never,Steel Manufacturing,vegan,small,6,36,0,116,0.0,64683.60898531668,290,65089.60898531668
normal,female,daily,electricity,often,22,Sometimes,walk/bicycle,none,1,never,Cement Production,pescatarian,medium,2,50,15,144,0.0,64722.400701292994,365,65231.400701292994
obese,male,more frequently,electricity,often,24,Sometimes,private,electric,9901,frequently,Cement Production,vegan,medium,3,3,9,188,0.0,64722.400701292994,89,64999.400701292994
obese,female,twice a day,coal,sometimes,23,No,public,none,1383,rarely,Logistics,vegetarian,small,7,47,22,256,0.0,64706.229153879875,412,65374.229153879875
normal,male,twice a day,wood,never,3,Sometimes,walk/bicycle,none,39,never,Steel Manufacturing,vegetarian,large,4,1,16,166,0.0,64683.60898531668,131,64980.60898531668
normal,male,more frequently,electricity,often,3,No,private,electric,5931,rarely,Logistics,omnivore,medium,7,17,16,116,0.0,64706.229153879875,306,65128.229153879875
overweight,male,daily,coal,often,0,Sometimes,private,petrol,681,never,Automotive Industry,pescatarian,small,6,46,15,170,160.11626312895243,64808.56370013151,405,65543.67996326047
obese,female,daily,coal,often,20,Yes,private,lpg,9795,frequently,Steel Manufacturing,pescatarian,small,2,13,6,230,2694.525081081081,64683.60898531668,171,67779.13406639776
obese,male,more frequently,wood,never,9,Yes,private,petrol,1861,never,Steel Manufacturing,vegan,small,5,48,0,198,437.5570714874897,64683.60898531668,335,65654.16605680417
overweight,female,less frequently,wood,often,10,Yes,public,none,522,frequently,Automotive Industry,vegan,small,2,49,8,160,0.0,64808.56370013151,303,65271.56370013151
obese,female,more frequently,wood,sometimes,1,No,public,none,1157,never,Automotive Industry,vegan,small,1,39,13,182,0.0,64808.56370013151,243,65233.56370013151
underweight,male,twice a day,natural gas,sometimes,3,Sometimes,private,electric,5284,frequently,Logistics,vegetarian,medium,5,34,3,126,0.0,64706.229153879875,298,65130.229153879875
underweight,male,less frequently,electricity,often,11,No,walk/bicycle,none,56,rarely,Logistics,omnivore,large,2,44,21,102,0.0,64706.229153879875,371,65179.229153879875
normal,male,less frequently,natural gas,never,1,No,public,none,450,rarely,Automotive Industry,vegan,small,3,26,2,102,0.0,64808.56370013151,197,65107.56370013151
obese,male,twice a day,coal,never,5,Yes,public,none,1112,very frequently,Logistics,vegan,medium,5,17,12,220,0.0,64706.229153879875,192,65118.229153879875
overweight,female,twice a day,wood,never,24,Yes,private,diesel,74,frequently,Automotive Industry,omnivore,extra large,5,20,24,218,17.578594285714285,64808.56370013151,299,65343.14229441722
underweight,male,daily,coal,never,20,Yes,public,none,625,frequently,Steel Manufacturing,vegan,medium,1,0,14,190,0.0,64683.60898531668,49,64922.60898531668
overweight,male,less frequently,coal,never,9,Yes,walk/bicycle,none,64,never,Steel Manufacturing,omnivore,medium,1,2,3,178,0.0,64683.60898531668,128,64989.60898531668
obese,female,daily,wood,often,7,Yes,public,none,1301,rarely,Cement Production,vegetarian,medium,4,30,17,184,0.0,64722.400701292994,277,65183.400701292994
overweight,female,daily,natural gas,never,21,Sometimes,public,none,422,rarely,Steel Manufacturing,vegetarian,large,4,28,22,162,0.0,64683.60898531668,272,65117.60898531668
underweight,male,daily,electricity,never,12,Yes,public,none,1416,rarely,Automotive Industry,vegan,extra large,7,17,4,114,0.0,64808.56370013151,214,65136.56370013151
obese,male,less frequently,natural gas,often,15,Yes,private,lpg,5105,never,Logistics,omnivore,large,6,25,16,160,1404.3441081081082,64706.229153879875,331,66601.57326198799
overweight,male,daily,natural gas,sometimes,20,Yes,walk/bicycle,none,42,very frequently,Cement Production,omnivore,medium,2,2,4,160,0.0,64722.400701292994,144,65026.400701292994
normal,female,less frequently,coal,never,16,Sometimes,public,none,1790,frequently,Logistics,pescatarian,small,7,15,20,182,0.0,64706.229153879875,270,65158.229153879875
normal,male,less frequently,coal,never,16,Yes,private,diesel,5097,frequently,Automotive Industry,omnivore,medium,2,36,11,182,1210.7850685714286,64808.56370013151,321,66522.34876870294
underweight,female,twice a day,electricity,sometimes,4,Sometimes,walk/bicycle,none,35,never,Steel Manufacturing,vegan,medium,2,32,1,118,0.0,64683.60898531668,211,65012.60898531668
overweight,male,twice a day,electricity,often,17,Yes,private,hybrid,3557,very frequently,Cement Production,omnivore,extra large,4,50,3,164,533.55,64722.400701292994,413,65832.950701293
underweight,male,daily,wood,sometimes,15,Sometimes,private,petrol,7501,never,Automotive Industry,vegan,extra large,3,43,21,160,1763.6300877096508,64808.56370013151,301,67033.19378784116
normal,male,more frequently,coal,often,18,Sometimes,private,diesel,7316,frequently,Cement Production,vegetarian,medium,7,47,22,206,1737.9053485714285,64722.400701292994,412,67078.30604986442
underweight,female,less frequently,electricity,sometimes,12,Yes,public,none,780,very frequently,Cement Production,vegan,medium,6,34,14,104,0.0,64722.400701292994,294,65120.400701292994
normal,male,daily,electricity,never,12,No,walk/bicycle,none,91,frequently,Steel Manufacturing,pescatarian,large,1,23,12,124,0.0,64683.60898531668,212,65019.60898531668
normal,female,twice a day,electricity,often,18,No,public,none,569,rarely,Automotive Industry,vegan,small,6,21,8,156,0.0,64808.56370013151,223,65187.56370013151
overweight,male,less frequently,electricity,often,14,No,public,none,190,very frequently,Logistics,omnivore,small,5,36,24,128,0.0,64706.229153879875,379,65213.229153879875
obese,male,daily,wood,never,0,Sometimes,walk/bicycle,none,65,rarely,Cement Production,pescatarian,medium,4,17,10,170,0.0,64722.400701292994,225,65117.400701292994
overweight,female,daily,natural gas,never,17,Sometimes,private,electric,5729,rarely,Cement Production,pescatarian,large,1,44,1,154,0.0,64722.400701292994,306,65182.400701292994
underweight,male,less frequently,natural gas,often,13,Yes,walk/bicycle,none,67,very frequently,Logistics,pescatarian,extra large,3,0,14,116,0.0,64706.229153879875,129,64951.229153879875
underweight,female,daily,coal,sometimes,19,Sometimes,walk/bicycle,none,42,very frequently,Automotive Industry,vegan,small,2,19,4,188,0.0,64808.56370013151,149,65145.56370013151
underweight,female,twice a day,coal,sometimes,10,No,walk/bicycle,none,21,never,Cement Production,vegetarian,small,6,45,17,190,0.0,64722.400701292994,382,65294.400701292994
obese,female,more frequently,coal,often,22,No,walk/bicycle,none,82,rarely,Cement Production,vegan,large,7,26,18,244,0.0,64722.400701292994,273,65239.400701292994
normal,female,more frequently,wood,never,10,Yes,public,none,1400,rarely,Cement Production,pescatarian,extra large,3,50,5,170,0.0,64722.400701292994,370,65262.400701292994
normal,male,daily,electricity,never,7,No,public,none,1221,never,Automotive Industry,vegetarian,medium,7,32,3,114,0.0,64808.56370013151,318,65240.56370013151
obese,female,less frequently,natural gas,sometimes,22,Sometimes,public,none,295,never,Automotive Industry,vegetarian,extra large,7,24,17,174,0.0,64808.56370013151,292,65274.56370013151
overweight,female,more frequently,natural gas,never,9,Yes,walk/bicycle,none,37,rarely,Logistics,omnivore,extra large,6,12,17,148,0.0,64706.229153879875,267,65121.229153879875
overweight,male,twice a day,wood,never,19,Sometimes,public,none,1952,never,Automotive Industry,vegetarian,large,1,5,5,208,0.0,64808.56370013151,95,65111.56370013151
obese,male,less frequently,wood,never,6,Yes,public,none,557,frequently,Automotive Industry,pescatarian,large,6,28,16,172,0.0,64808.56370013151,316,65296.56370013151
obese,female,twice a day,electricity,sometimes,4,Sometimes,public,none,1865,rarely,Steel Manufacturing,vegetarian,extra large,2,36,9,158,0.0,64683.60898531668,269,65110.60898531668
underweight,male,twice a day,electricity,never,10,Yes,private,lpg,8238,rarely,Logistics,vegetarian,large,2,28,22,130,2266.2070054054057,64706.229153879875,242,67344.43615928528
overweight,male,daily,electricity,sometimes,22,Yes,walk/bicycle,none,78,very frequently,Cement Production,vegan,large,5,14,5,154,0.0,64722.400701292994,170,65046.400701292994
overweight,male,more frequently,coal,sometimes,4,Yes,walk/bicycle,none,93,frequently,Automotive Industry,vegan,extra large,7,35,13,188,0.0,64808.56370013151,313,65309.56370013151
underweight,male,daily,wood,often,7,Sometimes,walk/bicycle,none,66,never,Cement Production,pescatarian,medium,5,16,11,144,0.0,64722.400701292994,236,65102.400701292994
overweight,female,twice a day,electricity,often,5,No,walk/bicycle,none,59,very frequently,Cement Production,omnivore,small,6,15,14,140,0.0,64722.400701292994,279,65141.400701292994
obese,male,less frequently,natural gas,never,6,No,public,none,1676,very frequently,Steel Manufacturing,vegan,large,3,19,5,142,0.0,64683.60898531668,165,64990.60898531668
overweight,male,more frequently,coal,often,23,Sometimes,private,lpg,8787,frequently,Automotive Industry,vegan,small,7,50,15,226,2417.2324540540544,64808.56370013151,390,67841.79615418556
underweight,male,twice a day,electricity,often,15,No,private,electric,4686,never,Logistics,vegetarian,medium,1,24,3,140,0.0,64706.229153879875,188,65034.229153879875
underweight,male,twice a day,wood,often,20,No,public,none,705,frequently,Automotive Industry,vegan,small,5,42,15,190,0.0,64808.56370013151,320,65318.56370013151
underweight,male,less frequently,natural gas,never,1,No,private,electric,1701,rarely,Cement Production,pescatarian,small,2,26,13,92,0.0,64722.400701292994,243,65057.400701292994
normal,female,less frequently,natural gas,sometimes,22,No,walk/bicycle,none,9,frequently,Logistics,vegan,extra large,7,48,10,144,0.0,64706.229153879875,375,65225.229153879875
overweight,male,less frequently,electricity,never,11,Yes,public,none,284,rarely,Automotive Industry,vegetarian,extra large,5,2,3,122,0.0,64808.56370013151,138,65068.56370013151
overweight,female,twice a day,wood,sometimes,19,Sometimes,public,none,117,rarely,Cement Production,omnivore,large,5,50,23,208,0.0,64722.400701292994,448,65378.400701292994
underweight,female,daily,electricity,never,14,Sometimes,public,none,1843,never,Cement Production,vegan,extra large,4,37,7,118,0.0,64722.400701292994,272,65112.400701292994
underweight,female,twice a day,natural gas,sometimes,18,No,public,none,1544,very frequently,Steel Manufacturing,omnivore,large,7,45,17,156,0.0,64683.60898531668,447,65286.60898531668
normal,female,less frequently,coal,often,0,Yes,public,none,376,never,Steel Manufacturing,pescatarian,small,7,15,19,150,0.0,64683.60898531668,269,65102.60898531668
obese,female,more frequently,electricity,never,5,Sometimes,private,electric,5048,rarely,Steel Manufacturing,omnivore,medium,7,42,24,150,0.0,64683.60898531668,439,65272.60898531668
obese,male,daily,electricity,often,11,Yes,walk/bicycle,none,17,frequently,Cement Production,omnivore,small,3,18,0,152,0.0,64722.400701292994,235,65109.400701292994
overweight,female,less frequently,coal,sometimes,20,Yes,walk/bicycle,none,22,very frequently,Automotive Industry,vegan,small,1,34,8,200,0.0,64808.56370013151,213,65221.56370013151
overweight,female,daily,wood,often,20,Sometimes,private,petrol,1869,very frequently,Steel Manufacturing,vegan,large,2,50,13,190,439.4380261204289,64683.60898531668,313,65626.0470114371
normal,female,twice a day,coal,often,4,No,walk/bicycle,none,1,rarely,Automotive Industry,vegetarian,medium,7,31,24,188,0.0,64808.56370013151,334,65330.56370013151
underweight,male,less frequently,natural gas,sometimes,9,Sometimes,public,none,1416,never,Steel Manufacturing,vegan,extra large,6,41,18,108,0.0,64683.60898531668,333,65124.60898531668
overweight,male,less frequently,electricity,sometimes,10,Sometimes,walk/bicycle,none,90,rarely,Logistics,vegetarian,medium,4,12,16,120,0.0,64706.229153879875,186,65012.229153879875
overweight,male,daily,coal,often,0,No,public,none,1060,rarely,Logistics,pescatarian,small,3,47,13,170,0.0,64706.229153879875,363,65239.229153879875
normal,female,less frequently,coal,often,23,No,public,none,278,rarely,Steel Manufacturing,vegetarian,medium,6,0,3,196,0.0,64683.60898531668,143,65022.60898531668
underweight,male,twice a day,wood,never,0,Sometimes,walk/bicycle,none,49,rarely,Cement Production,vegan,medium,5,20,3,150,0.0,64722.400701292994,198,65070.400701292994
normal,male,more frequently,wood,often,14,No,private,electric,5470,very frequently,Steel Manufacturing,vegetarian,medium,3,15,11,178,0.0,64683.60898531668,181,65042.60898531668
overweight,male,more frequently,electricity,never,23,Sometimes,public,none,1804,very frequently,Steel Manufacturing,vegan,small,1,17,24,166,0.0,64683.60898531668,144,64993.60898531668
underweight,male,twice a day,coal,sometimes,13,Yes,walk/bicycle,none,53,very frequently,Cement Production,vegan,extra large,4,18,4,196,0.0,64722.400701292994,174,65092.400701292994
overweight,male,less frequently,natural gas,sometimes,19,Sometimes,private,diesel,6989,never,Logistics,pescatarian,extra large,3,35,24,148,1660.2269657142856,64706.229153879875,314,66828.45611959416
obese,female,more frequently,coal,sometimes,6,Yes,walk/bicycle,none,32,rarely,Automotive Industry,omnivore,extra large,2,26,16,212,0.0,64808.56370013151,276,65296.56370013151
underweight,male,more frequently,electricity,never,16,No,walk/bicycle,none,60,never,Steel Manufacturing,vegan,large,6,19,3,132,0.0,64683.60898531668,208,65023.60898531668
underweight,male,twice a day,coal,often,4,Yes,public,none,1688,rarely,Cement Production,omnivore,medium,5,17,11,178,0.0,64722.400701292994,271,65171.400701292994
obese,female,less frequently,electricity,never,10,Sometimes,walk/bicycle,none,68,never,Steel Manufacturing,vegetarian,extra large,3,3,8,140,0.0,64683.60898531668,118,64941.60898531668
underweight,male,twice a day,wood,often,13,Sometimes,public,none,418,very frequently,Cement Production,vegan,medium,7,1,18,176,0.0,64722.400701292994,148,65046.400701292994
underweight,male,more frequently,coal,sometimes,21,No,walk/bicycle,none,23,never,Automotive Industry,pescatarian,small,2,22,12,202,0.0,64808.56370013151,222,65232.56370013151
normal,female,twice a day,electricity,never,10,Yes,walk/bicycle,none,21,frequently,Automotive Industry,pescatarian,extra large,4,26,6,140,0.0,64808.56370013151,266,65214.56370013151
normal,female,less frequently,natural gas,often,24,No,walk/bicycle,none,24,frequently,Logistics,omnivore,large,4,31,14,148,0.0,64706.229153879875,329,65183.229153879875
normal,male,twice a day,electricity,often,7,Yes,walk/bicycle,none,67,very frequently,Cement Production,omnivore,large,2,2,10,134,0.0,64722.400701292994,150,65006.400701292994
obese,male,daily,natural gas,sometimes,22,Yes,public,none,1325,never,Cement Production,vegan,medium,6,12,7,184,0.0,64722.400701292994,177,65083.400701292994
normal,female,less frequently,coal,never,10,Sometimes,private,petrol,1901,never,Logistics,vegetarian,extra large,1,16,16,170,446.96184465218585,64706.229153879875,161,65484.19099853206
underweight,female,less frequently,natural gas,never,23,Yes,walk/bicycle,none,33,frequently,Logistics,vegan,small,2,46,10,136,0.0,64706.229153879875,290,65132.229153879875
underweight,female,more frequently,coal,never,17,No,private,diesel,1750,very frequently,Cement Production,vegetarian,small,5,50,22,194,415.71,64722.400701292994,397,65729.11070129299
normal,female,daily,coal,often,2,Sometimes,private,diesel,8855,never,Logistics,omnivore,large,5,45,22,164,2103.4926,64706.229153879875,422,67395.72175387987
overweight,male,more frequently,electricity,never,18,Yes,private,lpg,7141,never,Automotive Industry,vegan,small,6,12,10,156,1964.4312000000002,64808.56370013151,180,67108.99490013151
overweight,male,daily,coal,never,11,Sometimes,walk/bicycle,none,26,very frequently,Steel Manufacturing,omnivore,extra large,2,31,21,192,0.0,64683.60898531668,306,65181.60898531668
overweight,female,daily,wood,never,6,Sometimes,walk/bicycle,none,97,very frequently,Automotive Industry,pescatarian,large,6,33,20,162,0.0,64808.56370013151,345,65315.56370013151
normal,female,less frequently,natural gas,often,24,Yes,walk/bicycle,none,97,rarely,Logistics,omnivore,large,4,46,7,148,0.0,64706.229153879875,397,65251.229153879875
normal,female,daily,natural gas,often,15,No,public,none,1297,never,Cement Production,omnivore,medium,5,12,10,140,0.0,64722.400701292994,245,65107.400701292994
underweight,male,daily,wood,never,14,No,private,lpg,9440,frequently,Cement Production,vegetarian,small,4,12,4,158,2596.86745945946,64722.400701292994,174,67651.26816075246
obese,female,twice a day,wood,sometimes,6,No,walk/bicycle,none,36,never,Automotive Industry,vegetarian,large,5,5,14,202,0.0,64808.56370013151,164,65174.56370013151
normal,male,less frequently,wood,sometimes,13,Sometimes,walk/bicycle,none,46,never,Cement Production,vegan,medium,1,29,23,156,0.0,64722.400701292994,203,65081.400701292994
underweight,male,twice a day,natural gas,never,13,Yes,private,electric,5165,rarely,Logistics,pescatarian,extra large,1,18,17,146,0.0,64706.229153879875,192,65044.229153879875
overweight,female,less frequently,wood,never,10,Yes,walk/bicycle,none,77,frequently,Automotive Industry,omnivore,medium,2,42,6,160,0.0,64808.56370013151,346,65314.56370013151
normal,female,more frequently,electricity,often,11,Sometimes,public,none,675,very frequently,Cement Production,omnivore,medium,7,13,8,132,0.0,64722.400701292994,278,65132.400701292994
underweight,female,less frequently,coal,never,9,Sometimes,walk/bicycle,none,96,frequently,Steel Manufacturing,omnivore,medium,3,28,24,158,0.0,64683.60898531668,309,65150.60898531668
obese,male,more frequently,electricity,often,8,Sometimes,private,hybrid,1638,never,Steel Manufacturing,pescatarian,small,6,27,13,156,245.7,64683.60898531668,308,65393.308985316675
obese,female,more frequently,electricity,never,1,Sometimes,walk/bicycle,none,90,rarely,Logistics,vegetarian,extra large,7,45,16,142,0.0,64706.229153879875,396,65244.229153879875
overweight,female,more frequently,wood,often,21,No,private,electric,1477,never,Cement Production,vegan,large,5,47,2,202,0.0,64722.400701292994,332,65256.400701292994
underweight,female,more frequently,wood,often,24,No,public,none,1429,rarely,Logistics,vegan,large,6,26,3,188,0.0,64706.229153879875,243,65137.229153879875
obese,male,twice a day,wood,never,7,Sometimes,public,none,1009,rarely,Automotive Industry,vegan,small,7,40,10,204,0.0,64808.56370013151,335,65347.56370013151
normal,female,twice a day,coal,never,13,Sometimes,public,none,1259,frequently,Steel Manufacturing,vegetarian,large,2,29,21,206,0.0,64683.60898531668,246,65135.60898531668
underweight,male,less frequently,electricity,often,12,No,walk/bicycle,none,4,frequently,Automotive Industry,vegan,large,2,18,1,104,0.0,64808.56370013151,141,65053.56370013151
obese,male,less frequently,natural gas,never,16,Sometimes,walk/bicycle,none,78,rarely,Cement Production,omnivore,small,7,1,18,162,0.0,64722.400701292994,228,65112.400701292994
overweight,male,twice a day,natural gas,often,20,No,private,diesel,3212,never,Logistics,vegetarian,medium,2,48,20,180,763.0060114285715,64706.229153879875,340,65989.23516530845
overweight,female,more frequently,electricity,often,20,Sometimes,private,diesel,2222,rarely,Logistics,vegetarian,large,4,39,1,160,527.8329257142857,64706.229153879875,306,65700.06207959415
obese,female,daily,coal,often,20,No,private,diesel,2028,frequently,Logistics,vegetarian,small,7,43,22,230,481.74850285714285,64706.229153879875,392,65809.97765673703
obese,male,daily,coal,often,6,Yes,public,none,1442,rarely,Automotive Industry,vegan,medium,5,11,20,202,0.0,64808.56370013151,170,65180.56370013151
obese,male,twice a day,natural gas,sometimes,20,Sometimes,walk/bicycle,none,76,never,Steel Manufacturing,pescatarian,medium,7,15,18,200,0.0,64683.60898531668,268,65151.60898531668
underweight,male,twice a day,natural gas,sometimes,7,Sometimes,public,none,682,never,Automotive Industry,vegetarian,medium,7,13,8,134,0.0,64808.56370013151,228,65170.56370013151
underweight,female,less frequently,coal,never,5,Sometimes,walk/bicycle,none,59,never,Automotive Industry,pescatarian,medium,1,11,17,150,0.0,64808.56370013151,157,65115.56370013151
overweight,male,less frequently,wood,never,7,No,public,none,326,very frequently,Cement Production,pescatarian,extra large,2,45,12,154,0.0,64722.400701292994,337,65213.400701292994
obese,female,more frequently,electricity,never,1,Sometimes,public,none,1133,never,Cement Production,pescatarian,small,1,32,20,142,0.0,64722.400701292994,265,65129.400701292994
normal,male,daily,electricity,often,8,Sometimes,private,petrol,9543,frequently,Cement Production,pescatarian,medium,4,0,0,116,2243.7437577673904,64722.400701292994,130,67212.14445906038
overweight,female,less frequently,natural gas,sometimes,16,Yes,walk/bicycle,none,87,never,Steel Manufacturing,vegetarian,extra large,7,1,0,142,0.0,64683.60898531668,160,64985.60898531668
obese,female,less frequently,electricity,often,23,Sometimes,walk/bicycle,none,98,very frequently,Steel Manufacturing,omnivore,medium,7,27,1,166,0.0,64683.60898531668,341,65190.60898531668
overweight,male,daily,coal,never,9,Sometimes,walk/bicycle,none,67,rarely,Cement Production,vegan,small,2,30,14,188,0.0,64722.400701292994,214,65124.400701292994
obese,male,less frequently,natural gas,never,16,Sometimes,walk/bicycle,none,74,frequently,Cement Production,omnivore,small,1,44,15,162,0.0,64722.400701292994,350,65234.400701292994
overweight,male,less frequently,electricity,sometimes,10,No,private,diesel,4339,very frequently,Steel Manufacturing,pescatarian,large,6,20,14,120,1030.7232514285713,64683.60898531668,274,66108.33223674525
normal,male,less frequently,electricity,often,24,No,walk/bicycle,none,86,never,Logistics,vegan,medium,5,36,1,138,0.0,64706.229153879875,276,65120.229153879875
normal,male,twice a day,coal,sometimes,10,No,private,lpg,8076,never,Steel Manufacturing,vegetarian,extra large,6,43,9,200,2221.642118918919,64683.60898531668,364,67469.25110423559
overweight,female,twice a day,electricity,never,23,No,public,none,320,frequently,Steel Manufacturing,vegetarian,extra large,2,42,9,176,0.0,64683.60898531668,299,65158.60898531668
normal,male,more frequently,natural gas,often,8,No,walk/bicycle,none,35,rarely,Steel Manufacturing,omnivore,medium,6,1,0,136,0.0,64683.60898531668,195,65014.60898531668
normal,male,more frequently,wood,often,23,No,private,petrol,6589,never,Cement Production,vegan,extra large,7,46,14,196,1549.201259554578,64722.400701292994,369,66836.60196084758
normal,male,less frequently,natural gas,sometimes,20,Sometimes,public,none,1428,frequently,Logistics,vegetarian,medium,6,19,1,140,0.0,64706.229153879875,236,65082.229153879875
underweight,male,twice a day,natural gas,sometimes,3,No,public,none,1502,very frequently,Steel Manufacturing,vegetarian,large,4,13,15,126,0.0,64683.60898531668,190,64999.60898531668
normal,male,less frequently,natural gas,often,14,Sometimes,private,lpg,9930,rarely,Cement Production,vegan,extra large,4,15,3,128,2731.6624864864866,64722.400701292994,158,67740.06318777948
overweight,female,twice a day,electricity,sometimes,14,Yes,walk/bicycle,none,47,never,Automotive Industry,vegan,large,5,41,22,158,0.0,64808.56370013151,322,65288.56370013151
obese,male,less frequently,wood,never,11,Yes,public,none,1574,frequently,Automotive Industry,pescatarian,large,1,6,16,182,0.0,64808.56370013151,131,65121.56370013151
overweight,male,daily,coal,never,0,No,walk/bicycle,none,62,very frequently,Steel Manufacturing,pescatarian,extra large,1,49,13,170,0.0,64683.60898531668,343,65196.60898531668
underweight,male,more frequently,coal,often,22,Yes,walk/bicycle,none,74,frequently,Automotive Industry,vegan,small,3,16,0,204,0.0,64808.56370013151,145,65157.56370013151
underweight,female,daily,electricity,never,1,Sometimes,public,none,1770,rarely,Logistics,vegan,small,1,19,18,92,0.0,64706.229153879875,148,64946.229153879875
normal,female,less frequently,natural gas,sometimes,7,Sometimes,public,none,323,never,Automotive Industry,vegan,medium,1,37,17,114,0.0,64808.56370013151,237,65159.56370013151
underweight,female,twice a day,natural gas,sometimes,24,Sometimes,walk/bicycle,none,22,rarely,Automotive Industry,pescatarian,large,1,22,6,168,0.0,64808.56370013151,201,65177.56370013151
obese,male,less frequently,wood,never,23,Yes,private,petrol,2276,frequently,Logistics,pescatarian,small,1,24,12,206,535.1315930712125,64706.229153879875,217,65664.36074695109
overweight,female,more frequently,coal,sometimes,19,Yes,public,none,1732,very frequently,Steel Manufacturing,pescatarian,extra large,3,23,12,218,0.0,64683.60898531668,242,65143.60898531668
normal,female,less frequently,wood,never,11,Yes,public,none,409,very frequently,Steel Manufacturing,omnivore,large,7,8,8,152,0.0,64683.60898531668,253,65088.60898531668
obese,female,twice a day,natural gas,often,23,Sometimes,private,petrol,7056,rarely,Logistics,pescatarian,large,5,43,10,206,1659.0019862524057,64706.229153879875,370,66941.23114013228
overweight,male,less frequently,coal,often,0,No,private,diesel,9156,rarely,Logistics,pescatarian,extra large,2,40,16,160,2174.9947199999997,64706.229153879875,316,67357.22387387988
